Message,Positive_Match,Negative_Match,Polarity,Keywords,Tweet_Number
AntoniaSophia21 stevjo9 My worst fearjust saying today how I remember years back always looked at the tag on clothes to see wear it was made USA or Canada I knew it would last,None,worst,negative,['canada'],2439
WAKE UP CANADA,None,None,neutral,['canada'],2440
nicolestanley Hi Nicole thank you for your feedback we have shared your comment with the right team,thank,None,positive,None,2441
BEBEST45 seanhannity Did you know that Canadians get very very rich investing in AMERICAN health insurance companies Now you do Thanks neighbour,rich,None,positive,None,2442
RT JimmyRamokgopa The difference between you and Bill Gates is that he would have qualified for the course that you did at UniversityY,qualified,None,positive,None,2443
screamingcoIor Okay this makes more sense In Canada we just get one the year youre graduating,None,None,neutral,['canada'],2444
NBCSports Bob Cole Forever the soundtrack of Saturday nights in Canada Joe Bowen would be the only one who comes close for me,None,None,neutral,['canada'],2445
TheMossadIL Youse guys Hamilton Ontario Canada,None,None,neutral,['canada'],2446
manifesto2000 GillesnFio 0Sundance RedDragonFly19 no2wind GeraldKutney HVACPerformance manlyvibemark bazakel RoyPentland MartinBrampton BettyMatt1 realJoeDick Barbarajdurkin RobinHagues shesmegg82 ozhomeschool MedBennett JesseLonnen John2017abc markcojuangco DougieG Tony03382773 johnsta04633925 AreWeThatStupi1 japett MichaelDCrow DrakeTwgdadrea1 TQMKA Leynad777 Blackbody88 GWLarsson novakglobal FoWLChi pattena1 SaferStone acreage1 powerglobalus realSteve1234 spock246 KipferMile tcwteam KCTaz farmingganja Jagster20548365 bensonkarras KSulza AdamRogers2030 HistoryChannel like I said do your own research wait you dont need to cause you everything I say it true youre a traitor to your own county Canada should run you out as soon as they can,like,traitor,neutral,['canada'],2447
RT markhollandlib Applications for the Canada Emergency Response Benefit open this week with staggered days to apply to help the system,benefit,emergency,neutral,['canada'],2448
RT SteveUBC Thank God for Canada and encouraging news about COVID cases are both trending in Canada Lets not get complacent Lets,encouraging,complacent,positive,['canada'],2449
RT vanbadham Wow sallymcmanus reveals that 50 of university staff are casual now Let that sink in insiders,wow,sink,neutral,['university'],2450
CP24 According to Trudeau in the next 48 hours Canada will be receiving a shipment of millions of masks by a chartered cargo flight from ChinaTrudeau said included in the shipment are items ordered for Quebec where the most cases of COVID19 have been reported in Canada,None,None,neutral,['canada'],2451
ctvqp Canada should have never sent those supplies to China,None,None,neutral,['canada'],2452
RT redmcgraw1 jengerson If the media was not politically motivated and the questioning was to obtain information as opposed to disguised,motivated,None,positive,None,2453
RT jamieblaurie1 University professors when their students express anxiety and uncertainty about finishing the semester fairly httpst,fairly,anxiety,neutral,['university'],2454
Stats Canada survey about your response to the covid 19 pandemic,None,None,neutral,['canada'],2455
RT LiftHerUpHockey It remains important to donate blood during this health crisis Every 60 seconds someone in Canada needs blood Lifeli,important,crisis,neutral,['canada'],2456
Does anyone know if this case in Germany on OAsecondary publication rights has been settled yet and,None,None,neutral,None,2457
RT CBCAlerts A message from the Queen to Canada Across Canada countless people continue to care for the most vulnerable and to provide,None,vulnerable,negative,['canada'],2458
RT LlandaffCovid A massive thankyou to CardiffMarriott for their generous donations of shower caps for our NHSheroes at the University,generous,None,positive,['university'],2459
MollyJongFast Loeffler dumped 18million worth Including dumping online travel hours before Trump travel ban and 4 days after she bought it She also dumped stocks to buy teleworking stock,trump,dumped,negative,None,2460
DeleMomodu renoomokri APOSTLESULEMAN Sadare Wilson TolulopeFederal university of Agriculture abeokutaForestry and wild life department500L0222326938GTBThanks sir,None,wild,negative,['university'],2461
5 jobs 5 tags 1 Production worker in a chicken factory 2 University Tutor 3 Political staff in the European Parliament 4 EU Policy Officer 5 Parliamentary Assistant in Leinster House DonnaBoddy SineadRonan StephenBrowne4 ianfahey94 MicMacW,None,None,neutral,['university'],2462
RT SocialMoi India goes in to lockdown and suddenly the Canada Revenue Agency is no longer calling with a warrant for my arrest,None,None,neutral,['canada'],2463
Bo KnowsTrending in CanadaCovered in Jesus13K Tweets,None,None,neutral,None,2464
EXO Facts Chen was born in Canada date 21 September 1992 and 178cm height Chen has the full name of Kim Jong Dae,None,None,neutral,['canada'],2465
RT BijouxQuebec Visit my little shop to swim different watersPlease RT jewelry jewelryonetsy etsy Canada,None,None,neutral,['canada'],2466
These Ibadan medics are reliving their university escapades Lol,None,None,neutral,['university'],2467
Looks great Athletic rebranding could be tough read our story to learn about the LA Rams and Dixie State Universitys rebranding process,tough,None,positive,None,2468
RT pieglue A list of flights domestic and international trains cruises and mass gatherings in Canada where people might have been exp,None,None,neutral,['canada'],2469
JustChris2018 Passenger32c robertdewolfe RayburnBev NikaDragomira Yet somehow Prime Minister Justin Trudeau and his ungagged committee of scientists have done the right thing at the right time in the right measure,right,None,positive,None,2470
RT RipplesNG The Management of University of Benin Teaching Hospital today said one of the threecoronaviruscases in the hospital had di,None,None,neutral,['university'],2471
GarySinise FYI Canada supplied the raw material to produce the masks,None,None,neutral,['canada'],2472
RT burnsurvivors After waec the thought of entering university and not be labelled as the Girl with the burns was overwhelmingI searc,None,burns,negative,['university'],2473
RT CanadaUN As the devastating impact of COVID19 is felt around the is more convinced than ever of the critical role of the multil,None,critical,negative,None,2474
BroadwayHD Exciting Would I to access through Apple TV or through PrimeVideo in Canada,exciting,None,positive,['canada'],2475
The number of detainees held in Canadas immigration holding centres is declining amid COVID19 fears,None,declining,negative,None,2476
telfordk Another great cdnsci moment from someone who gets it and is a pro at helping others understand Pretty cool that Canadas leader is a teacher,cool,None,positive,None,2477
RT WhittlesCraig Its some kind of hypocrisy when Ontarians praise crocodile tears Doug Ford as some kind of saviour god for telling them,praise,hypocrisy,neutral,None,2478
Im gonna answer this based on what I would do or have my child do not just for vacation StanfordUniversity of Texas ClemsonOhio State Notre Dame,None,None,neutral,None,2479
Im at the stage of quarantine where Im watching The American Novel Since 1945 lectures from Yale University QuarantineDiaries,None,None,neutral,['university'],2480
RT ItsOnUs Join us and EndRapeOnCampus for our SelfCare Survivors Series during SAAM Heres a calendar of workshops taking place this,None,None,neutral,None,2481
RT priusjames Ethics mattersLife wd be way comfier if I was allowed to ignore ethics as buyer for State University System Millions of,None,ignore,negative,['university'],2482
I lt3 Brown University Where students will bang Blueno so as to make safespace housing,None,None,neutral,['university'],2483
ChrisAdah7 realChrisville University of Calabar University of ilorin University of love pad,love,None,positive,['university'],2484
This honest thread is so telling about US healthcare systemMakes me feel lucky and proud of our publichealthcare in Canada and Saskatchewan especially at times like this,proud,None,positive,['canada'],2485
RT CANZUK Support for free movement between Canada Australia NewZealand amp the UK CANZUK 68 73 76 82,free,None,positive,['canada'],2486
StarTribune The University of Texas model has also reduced the number of people employed in Minnesota from million to million Keep it up Lets go for million,None,None,neutral,['university'],2487
Taking a walk through the neighborhood today missing the rink life Whats your favorite rink memory of your career Please shareJoe hearing Representing Canada for the first timebsharpottawa smallbusinessowner smallbusiness ottawa rinkmemo,favorite,None,positive,['canada'],2488
San Francisco State University SFSU partial tuition fees reimbursement plus Student activities fees Sign the Petition via Change,None,None,neutral,['university'],2489
deportablediz In Kenya he could pass that off as an Ultra modern university campus,modern,None,positive,['university'],2490
RT LibrarianshipCA How public libraries are helping Nova Scotians even with their doors closed Libraries throu,helping,None,positive,None,2491
Breakdown of Prairie coop grocery partnership sparks layoffs and lawsuits,None,breakdown,negative,None,2492
CanCGMiami MayorGimenez MiamiDadeCounty PortMiami MiamiHerald My parents are on the ship as well I called Global Affairs Canada today and they assured that arrangements are being made for a charter flight to bring Canadians back to Canada Princess has said that the process could take a couplefew days,well,None,positive,['canada'],2493
